file	PRS_type	threshold	fold	Count	BETA	SE	P	r2_PRS	r2_full	AUC
input/fig3ab_prs/snp//fold39.SNP.0.0001.sscore	SNP	1e-4	39	208	43.593597880333355	15.86025957460636	0.005984935739069038	0.0636219	0.163006	0.637302036199095
input/fig3ab_prs/snp//fold39.SNP.0.001.sscore	SNP	0.001	39	1547.9883720930231	98.7099853807455	45.81163967777758	0.031185923972993287	0.0387609	0.140784	0.5930429864253394
input/fig3ab_prs/snp//fold39.SNP.0.01.sscore	SNP	0.01	39	11651.96511627907	473.459338153339	155.73534553381373	0.002364576898111035	0.0805846	0.178168	0.6217477375565611
input/fig3ab_prs/snp//fold39.SNP.0.05.sscore	SNP	0.05	39	43719.941860465115	600.995600780034	336.10790062978737	0.07375936514450131	0.0265748	0.129891	0.5533088235294118
input/fig3ab_prs/snp//fold39.SNP.0.1.sscore	SNP	0.1	39	74867.87209302325	694.2104285284222	446.0460972635011	0.1196213792531564	0.0199114	0.123935	0.5544400452488688
input/fig3ab_prs/snp//fold4.SNP.0.00001.sscore	SNP	1e-5	4	38	4.579102557046038	5.620853885000386	0.41526514948068577	0.00532083	0.121812	0.5654908394859174
input/fig3ab_prs/snp//fold4.SNP.0.0001.sscore	SNP	1e-4	4	198	5.422175246744868	13.82440717310755	0.694897470671521	0.00123099	0.118202	0.5262510254306809
input/fig3ab_prs/snp//fold4.SNP.0.001.sscore	SNP	0.001	4	1554	68.4221293469274	42.36088010501937	0.1062631192491033	0.0211721	0.135807	0.5855892808312825
input/fig3ab_prs/snp//fold4.SNP.0.01.sscore	SNP	0.01	4	11523.92	234.89425148711715	150.34749863410784	0.11820738042054703	0.0198434	0.134634	0.5890073831009024
input/fig3ab_prs/snp//fold4.SNP.0.05.sscore	SNP	0.05	4	43617.897142857146	402.19181810030193	311.9981332660491	0.197368866991383	0.0134213	0.128964	0.5890073831009024
input/fig3ab_prs/snp//fold4.SNP.0.1.sscore	SNP	0.1	4	75141.86285714286	648.8567281379056	427.157327334002	0.1287596981896998	0.0186788	0.133606	0.5834016953787258
input/fig3ab_prs/snp//fold40.SNP.0.00001.sscore	SNP	1e-5	40	44	3.1734765233398163	6.4282958822969425	0.6215370914135203	0.0020177	0.194856	0.5413388543823326
input/fig3ab_prs/snp//fold40.SNP.0.0001.sscore	SNP	1e-4	40	224	28.515966273978496	16.87315805799438	0.09102422262254756	0.024015	0.212602	0.5605244996549344
input/fig3ab_prs/snp//fold40.SNP.0.001.sscore	SNP	0.001	40	1563.9770114942528	44.84932418773616	49.112796111201796	0.3611425163058738	0.00691324	0.198805	0.538992408557626
input/fig3ab_prs/snp//fold40.SNP.0.01.sscore	SNP	0.01	40	11551.977011494253	301.56437648114917	164.79856140441595	0.06726535723970589	0.0286418	0.216335	0.5935127674258109
input/fig3ab_prs/snp//fold40.SNP.0.05.sscore	SNP	0.05	40	43713.9540229885	742.9297262748238	341.31987448302584	0.029507605665296446	0.0401645	0.225631	0.5897860593512767
input/fig3ab_prs/snp//fold40.SNP.0.1.sscore	SNP	0.1	40	74663.93103448275	832.301661048962	480.91644156833223	0.08351286421263963	0.0252841	0.213626	0.5555555555555556
input/fig3ab_prs/snp//fold41.SNP.0.00001.sscore	SNP	1e-5	41	38	6.9450511445531555	5.988688741743685	0.24617309134367654	0.0109166	0.113298	0.5707547169811321
input/fig3ab_prs/snp//fold41.SNP.0.0001.sscore	SNP	1e-4	41	208	15.550696424641098	15.87027873937948	0.327153827130289	0.007735	0.110446	0.5355160932297447
input/fig3ab_prs/snp//fold41.SNP.0.001.sscore	SNP	0.001	41	1604	172.18790632117478	56.87259147346878	0.0024649770917209274	0.0768165	0.172377	0.6234739178690344
input/fig3ab_prs/snp//fold41.SNP.0.01.sscore	SNP	0.01	41	11503.954022988506	265.3580489534406	136.12422506048384	0.05124987960429466	0.0313527	0.131619	0.5728357380688124
input/fig3ab_prs/snp//fold41.SNP.0.05.sscore	SNP	0.05	41	43459.93103448276	734.1897542938657	306.88939666333215	0.01674043752840652	0.048187	0.146711	0.5879578246392897
input/fig3ab_prs/snp//fold41.SNP.0.1.sscore	SNP	0.1	41	74299.908045977	1185.801667079324	457.45724722833575	0.009537583400609336	0.0578739	0.155395	0.6098779134295228
input/fig3ab_prs/snp//fold42.SNP.0.00001.sscore	SNP	1e-5	42	28	8.174588424139658	5.086113366991119	0.10800243862516351	0.0209875	0.130246	0.5361635220125787
input/fig3ab_prs/snp//fold42.SNP.0.0001.sscore	SNP	1e-4	42	200	52.11798393878681	16.547656064909454	0.0016351151238010984	0.0837651	0.186017	0.6339896089691004
input/fig3ab_prs/snp//fold42.SNP.0.001.sscore	SNP	0.001	42	1542	144.11681306136614	46.70002898577847	0.002028611724647251	0.0806819	0.183278	0.6495761553185672
input/fig3ab_prs/snp//fold42.SNP.0.01.sscore	SNP	0.01	42	11649.965714285714	384.26840260140796	141.36158076733534	0.0065610992329473705	0.0620082	0.166689	0.6309816789718349
input/fig3ab_prs/snp//fold42.SNP.0.05.sscore	SNP	0.05	42	43583.96571428572	799.4273183821737	312.6718645728769	0.01056516926207259	0.0546856	0.160183	0.6308449548810501
input/fig3ab_prs/snp//fold42.SNP.0.1.sscore	SNP	0.1	42	74523.90857142858	1129.3786346431245	435.72209620345956	0.009542807174801998	0.0560489	0.161394	0.5974842767295597
input/fig3ab_prs/snp//fold43.SNP.0.00001.sscore	SNP	1e-5	43	38	15.115181062832995	5.858442175059516	0.009878077025940932	0.0545378	0.125153	0.6104730653541154
input/fig3ab_prs/snp//fold43.SNP.0.0001.sscore	SNP	1e-4	43	214	17.77295410030351	13.548078078132932	0.1895730455076396	0.0137722	0.0874319	0.5701394585726005
input/fig3ab_prs/snp//fold43.SNP.0.001.sscore	SNP	0.001	43	1608	86.21249419682114	42.41296140396679	0.042083633707518935	0.0335128	0.105698	0.581214109926169
input/fig3ab_prs/snp//fold43.SNP.0.01.sscore	SNP	0.01	43	11437.977142857142	241.0002392797925	150.84901911966983	0.11012634832024315	0.0206847	0.0938281	0.550998085862729
input/fig3ab_prs/snp//fold43.SNP.0.05.sscore	SNP	0.05	43	43381.94285714286	859.4464315413331	333.7241269023683	0.01001473732956106	0.0540961	0.124744	0.5942028985507246
input/fig3ab_prs/snp//fold43.SNP.0.1.sscore	SNP	0.1	43	74507.93142857144	1375.303977192442	473.5241513388918	0.0036795665405774613	0.0694719	0.138971	0.6233251298878862
input/fig3ab_prs/snp//fold44.SNP.0.00001.sscore	SNP	1e-5	44	26	6.948132293051431	4.559214153235562	0.12751474250132352	0.0196824	0.23977299999999999	0.543273174733388
input/fig3ab_prs/snp//fold44.SNP.0.0001.sscore	SNP	1e-4	44	226	7.0059609871526956	15.534219951034228	0.6519882596687157	0.00169554	0.225824	0.5307629204265791
input/fig3ab_prs/snp//fold44.SNP.0.001.sscore	SNP	0.001	44	1575.9885714285715	58.95417708848227	44.98483215388094	0.190015061656594	0.0143848	0.235665	0.5616625649439432
input/fig3ab_prs/snp//fold44.SNP.0.01.sscore	SNP	0.01	44	11699.977142857142	229.24805654996686	146.24460504111198	0.11698247445506779	0.0207021	0.240564	0.5849056603773585
input/fig3ab_prs/snp//fold44.SNP.0.05.sscore	SNP	0.05	44	43557.94285714286	482.04916411070286	330.0446882648196	0.1441369839581339	0.0179431	0.238424	0.5751982499316379
input/fig3ab_prs/snp//fold44.SNP.0.1.sscore	SNP	0.1	44	74729.87428571428	424.97768217377876	459.6501120024574	0.35519078095911616	0.00717099	0.23007	0.5393765381460214
input/fig3ab_prs/snp//fold45.SNP.0.00001.sscore	SNP	1e-5	45	34	11.265210722520075	5.5474268594154115	0.04228450321778919	0.0343101	0.169592	0.5929522752497225
input/fig3ab_prs/snp//fold45.SNP.0.0001.sscore	SNP	1e-4	45	210	32.43597958401922	14.080689683054182	0.021246293689793416	0.0442754	0.178161	0.6212541620421753
input/fig3ab_prs/snp//fold45.SNP.0.001.sscore	SNP	0.001	45	1508	135.37980077158926	47.63103928368168	0.004479493465593927	0.0683979	0.198904	0.6367924528301887
input/fig3ab_prs/snp//fold45.SNP.0.01.sscore	SNP	0.01	45	11539.965517241379	299.0786798397897	152.7110555741713	0.05017591751584332	0.0318087	0.167441	0.6025249722530521
input/fig3ab_prs/snp//fold45.SNP.0.05.sscore	SNP	0.05	45	43717.942528735635	445.7288947332476	325.07408067462876	0.17032477926243345	0.0153747	0.153309	0.5602108768035516
input/fig3ab_prs/snp//fold45.SNP.0.1.sscore	SNP	0.1	45	74629.89655172414	608.343056765924	456.38476522645595	0.1825446286907869	0.0145324	0.152585	0.5631243063263041
input/fig3ab_prs/snp//fold46.SNP.0.00001.sscore	SNP	1e-5	46	46	13.75106381354305	6.318120555124702	0.02952174285258232	0.0390358	0.138125	0.5941176470588235
input/fig3ab_prs/snp//fold46.SNP.0.0001.sscore	SNP	1e-4	46	234	0.23817405899937075	14.985894736480972	0.9873195823276665	2.03742e-6	0.103116	0.5208683473389356
input/fig3ab_prs/snp//fold46.SNP.0.001.sscore	SNP	0.001	46	1582	-2.647363673811112	46.96543222499294	0.9550483740955024	2.5627e-5	0.103137	0.4969187675070028
input/fig3ab_prs/snp//fold46.SNP.0.01.sscore	SNP	0.01	46	11554	170.74221681887045	145.3546484874144	0.24013097372614028	0.0112379	0.113194	0.5560224089635855
input/fig3ab_prs/snp//fold46.SNP.0.05.sscore	SNP	0.05	46	43625.96531791907	357.61260726294825	309.1276188052933	0.2473358685654044	0.0108962	0.112887	0.5700280112044818
input/fig3ab_prs/snp//fold46.SNP.0.1.sscore	SNP	0.1	46	74475.89595375722	390.20163112451553	441.0889679137116	0.3763548785470683	0.00633599	0.108797	0.5446778711484593
input/fig3ab_prs/snp//fold47.SNP.0.00001.sscore	SNP	1e-5	47	24	7.06086258817581	4.169171311913568	0.0903434136209862	0.0230905	0.0970641	0.5741890959282263
input/fig3ab_prs/snp//fold47.SNP.0.0001.sscore	SNP	1e-4	47	196	44.081466550936206	13.970067661107155	0.0016026580938958731	0.084408	0.153738	0.659903381642512
input/fig3ab_prs/snp//fold47.SNP.0.001.sscore	SNP	0.001	47	1585.9770114942528	77.4312089240261	41.143926849055646	0.05984149850210063	0.0285673	0.102126	0.5766735679779158
input/fig3ab_prs/snp//fold47.SNP.0.01.sscore	SNP	0.01	47	11581.977011494253	243.5029519222593	127.92684143677195	0.056981234883498925	0.0292107	0.102721	0.5884057971014494
input/fig3ab_prs/snp//fold47.SNP.0.05.sscore	SNP	0.05	47	43591.93103448276	459.4625402028403	267.22710823928406	0.08554683934595549	0.0239008	0.097813	0.5947550034506556
input/fig3ab_prs/snp//fold47.SNP.0.1.sscore	SNP	0.1	47	74849.91954022988	649.3708445668216	390.1849613643764	0.09605965254782459	0.0224861	0.0965054	0.5772256728778468
input/fig3ab_prs/snp//fold48.SNP.0.00001.sscore	SNP	1e-5	48	36	6.169433865431709	5.761071983703227	0.2842220549573448	0.00998307	0.281259	0.6111425339366516
input/fig3ab_prs/snp//fold48.SNP.0.0001.sscore	SNP	1e-4	48	240	17.824257210366383	17.80401763026183	0.3167606766625955	0.00874241	0.280358	0.5671662895927602
input/fig3ab_prs/snp//fold48.SNP.0.001.sscore	SNP	0.001	48	1567.9883720930231	55.273065374496724	50.7269408983714	0.27588077752610657	0.0104198	0.281576	0.541289592760181
input/fig3ab_prs/snp//fold48.SNP.0.01.sscore	SNP	0.01	48	11571.976744186046	392.43436754556063	185.15636787443336	0.03405031027182998	0.040456399999999997	0.303382	0.6069004524886878
input/fig3ab_prs/snp//fold48.SNP.0.05.sscore	SNP	0.05	48	43543.95348837209	380.81787702995604	355.89069277186917	0.2846005453010852	0.0100082	0.281277	0.5383201357466063
input/fig3ab_prs/snp//fold48.SNP.0.1.sscore	SNP	0.1	48	74797.91860465116	627.0744004869654	474.1615286788192	0.18600467186955483	0.0153566	0.28516	0.5559954751131222
input/fig3ab_prs/snp//fold49.SNP.0.00001.sscore	SNP	1e-5	49	32	-3.486819436805405	5.647677406707234	0.5369775300179135	0.00311908	0.125661	0.4950509049773756
input/fig3ab_prs/snp//fold49.SNP.0.0001.sscore	SNP	1e-4	49	198	31.589951402744003	13.152368656884049	0.016312617049399375	0.0483206	0.165306	0.6073246606334841
input/fig3ab_prs/snp//fold49.SNP.0.001.sscore	SNP	0.001	49	1556	140.00626430147716	50.94800450855952	0.005995588887206548	0.0658757	0.180704	0.6319287330316742
input/fig3ab_prs/snp//fold49.SNP.0.01.sscore	SNP	0.01	49	11677.988372093023	443.60351597422016	159.59724365081246	0.005443952658699836	0.0656712	0.180524	0.6414027149321267
input/fig3ab_prs/snp//fold49.SNP.0.05.sscore	SNP	0.05	49	43913.96511627907	592.5522919839791	342.1124002297692	0.0832664770529645	0.0251901	0.145019	0.5945984162895928
input/fig3ab_prs/snp//fold49.SNP.0.1.sscore	SNP	0.1	49	74727.94186046511	828.4165857599496	495.1506326121388	0.09431553728435514	0.0234594	0.143501	0.5953054298642534
input/fig3ab_prs/snp//fold5.SNP.0.00001.sscore	SNP	1e-5	5	24	13.046108630833745	5.106068849291193	0.010618166094535201	0.0543522	0.152208	0.5989495798319328
input/fig3ab_prs/snp//fold5.SNP.0.0001.sscore	SNP	1e-4	5	202	31.367442315690152	14.361795313518689	0.02895569270794432	0.0395674	0.138953	0.6044817927170868
input/fig3ab_prs/snp//fold5.SNP.0.001.sscore	SNP	0.001	5	1538	76.54955307835232	47.78399398145132	0.1091574850399212	0.0209418	0.122255	0.588375350140056
input/fig3ab_prs/snp//fold5.SNP.0.01.sscore	SNP	0.01	5	11439.988439306358	421.5482934376081	155.47834808068887	0.006702015594298809	0.0627798	0.159763	0.6294117647058823
input/fig3ab_prs/snp//fold5.SNP.0.05.sscore	SNP	0.05	5	43719.97687861272	923.3101804558739	337.0685454946503	0.0061582213842000565	0.0642439	0.161076	0.6138655462184874
input/fig3ab_prs/snp//fold5.SNP.0.1.sscore	SNP	0.1	5	74435.97687861271	1138.557427039501	446.6191330685603	0.010794545297335508	0.0545551	0.15239	0.5955182072829132
input/fig3ab_prs/snp//fold50.SNP.0.00001.sscore	SNP	1e-5	50	34	4.081611612793895	5.08453350201345	0.42211898046386676	0.00517864	0.143807	0.5227645611156686
input/fig3ab_prs/snp//fold50.SNP.0.0001.sscore	SNP	1e-4	50	206	43.03104856716189	15.085332760827683	0.00433755741919229	0.0686582	0.19844	0.6207273721629751
input/fig3ab_prs/snp//fold50.SNP.0.001.sscore	SNP	0.001	50	1590	72.56972975847503	46.65814196446127	0.11986279316500245	0.0199273	0.1565	0.5555099808586274
input/fig3ab_prs/snp//fold50.SNP.0.01.sscore	SNP	0.01	50	11543.942857142858	197.1002561098966	148.40710763068572	0.18414334528508608	0.0144184	0.151759	0.5434782608695652
input/fig3ab_prs/snp//fold50.SNP.0.05.sscore	SNP	0.05	50	43659.92	649.9332260135382	324.6848988647039	0.04531320687348547	0.0331104	0.167846	0.5916051408258135
input/fig3ab_prs/snp//fold50.SNP.0.1.sscore	SNP	0.1	50	74765.90857142858	890.6359887484988	469.16973628983277	0.05765346529929887	0.0298502	0.16504	0.5901011758271808
input/fig3ab_prs/snp//fold51.SNP.0.00001.sscore	SNP	1e-5	51	40	-3.0980686902187125	5.169912532792605	0.5490063647543848	0.0028881	0.123777	0.44312277823352475
input/fig3ab_prs/snp//fold51.SNP.0.0001.sscore	SNP	1e-4	51	202	9.061408376903298	12.529175280948639	0.46954187839778755	0.00421018	0.124939	0.5545529122231337
input/fig3ab_prs/snp//fold51.SNP.0.001.sscore	SNP	0.001	51	1584	81.67098484200747	45.70138465302577	0.07392825700175631	0.0260956	0.144171	0.5995351380913317
input/fig3ab_prs/snp//fold51.SNP.0.01.sscore	SNP	0.01	51	11599.988571428572	389.48893309157444	152.45190427597754	0.010623920145963328	0.0544062	0.169049	0.6143013398960897
input/fig3ab_prs/snp//fold51.SNP.0.05.sscore	SNP	0.05	51	43289.95428571429	695.4353807335325	338.63568030497436	0.0400106614504291	0.0348194	0.151837	0.5698660103910309
input/fig3ab_prs/snp//fold51.SNP.0.1.sscore	SNP	0.1	51	74533.89714285714	1007.7798598877589	476.0379044398042	0.03425848997253754	0.0371596	0.153893	0.5829915231063714
input/fig3ab_prs/snp//fold52.SNP.0.00001.sscore	SNP	1e-5	52	24	8.720412691732832	4.370249521680363	0.04599885210886331	0.0319575	0.0903803	0.5782608695652174
input/fig3ab_prs/snp//fold52.SNP.0.0001.sscore	SNP	1e-4	52	219.97701149425288	34.70179077942033	16.196308303744292	0.03214731225962052	0.0370768	0.0951906	0.6009661835748792
input/fig3ab_prs/snp//fold52.SNP.0.001.sscore	SNP	0.001	52	1581.9770114942528	73.05048178284062	41.57292650952271	0.07888972856014305	0.0247275	0.0835866	0.568944099378882
input/fig3ab_prs/snp//fold52.SNP.0.01.sscore	SNP	0.01	52	11639.977011494253	332.25093470449224	148.99612463210156	0.02575208749055924	0.0410129	0.0988891	0.5884057971014492
input/fig3ab_prs/snp//fold52.SNP.0.05.sscore	SNP	0.05	52	43533.96551724138	406.18771223665465	295.92136404371314	0.16987037488658951	0.0150541	0.074497	0.5685300207039338
input/fig3ab_prs/snp//fold52.SNP.0.1.sscore	SNP	0.1	52	74867.94252873563	764.8922025248565	416.59348209089006	0.06634822466446068	0.0271005	0.0858164	0.5838509316770186
input/fig3ab_prs/snp//fold53.SNP.0.00001.sscore	SNP	1e-5	53	32	14.207967227836455	5.174295549976903	0.0060349808396582185	0.062686	0.120803	0.5863354037267081
input/fig3ab_prs/snp//fold53.SNP.0.0001.sscore	SNP	1e-4	53	180	33.708433401427826	13.10933175014842	0.010130839668028276	0.0543125	0.112948	0.6117322291235334
input/fig3ab_prs/snp//fold53.SNP.0.001.sscore	SNP	0.001	53	1556	118.40459872343344	45.85434787617662	0.009817576570139284	0.0548362	0.11344	0.6219461697722567
input/fig3ab_prs/snp//fold53.SNP.0.01.sscore	SNP	0.01	53	11647.988505747126	280.3286292031712	132.48178727737596	0.03434662611360644	0.0363772	0.0961251	0.5984817115251898
input/fig3ab_prs/snp//fold53.SNP.0.05.sscore	SNP	0.05	53	43619.9540229885	664.7982875363076	306.1830513443563	0.029912689909437882	0.0383367	0.0979631	0.590200138026225
input/fig3ab_prs/snp//fold53.SNP.0.1.sscore	SNP	0.1	53	74735.93103448275	886.5877217238412	409.10880418149446	0.030225733241272645	0.0381646	0.0978016	0.590200138026225
input/fig3ab_prs/snp//fold54.SNP.0.00001.sscore	SNP	1e-5	54	36	3.004315666712563	5.404436345264954	0.5782805461785281	0.00250663	0.148825	0.5281631520532741
input/fig3ab_prs/snp//fold54.SNP.0.0001.sscore	SNP	1e-4	54	218	34.51976941277616	15.54681524195205	0.02639328110375482	0.0411437	0.181795	0.5591009988901221
input/fig3ab_prs/snp//fold54.SNP.0.001.sscore	SNP	0.001	54	1494	200.81463455803234	58.2883315838101	5.706487903612791e-4	0.103579	0.235072	0.6200055493895671
input/fig3ab_prs/snp//fold54.SNP.0.01.sscore	SNP	0.01	54	11647.988505747126	296.8015820899754	148.45283151801885	0.045576023610814115	0.0336974	0.175441	0.5822697003329633
input/fig3ab_prs/snp//fold54.SNP.0.05.sscore	SNP	0.05	54	43631.9540229885	609.1705424717478	351.1222768527869	0.08275422847790677	0.0254773	0.168426	0.5760266370699223
input/fig3ab_prs/snp//fold54.SNP.0.1.sscore	SNP	0.1	54	74731.93103448275	1068.7413179813364	506.4627601425381	0.03484052028864632	0.0382684	0.179341	0.6132075471698113
input/fig3ab_prs/snp//fold55.SNP.0.00001.sscore	SNP	1e-5	55	30	4.597595678205317	5.385114598344263	0.3932379572254404	0.00613939	0.222639	0.5514705882352942
input/fig3ab_prs/snp//fold55.SNP.0.0001.sscore	SNP	1e-4	55	228	45.127078936229424	17.535935369917386	0.010070303719400488	0.0579995	0.263202	0.6087680355160933
input/fig3ab_prs/snp//fold55.SNP.0.001.sscore	SNP	0.001	55	1521.9770114942528	16.458042559306687	46.36551040693708	0.7226172797848343	0.00105331	0.21866	0.5209489456159823
input/fig3ab_prs/snp//fold55.SNP.0.01.sscore	SNP	0.01	55	11523.942528735632	481.2126922537384	165.58958967094162	0.0036601543101020284	0.0767734	0.277886	0.6254162042175361
input/fig3ab_prs/snp//fold55.SNP.0.05.sscore	SNP	0.05	55	43333.93103448276	711.268222542793	341.30004537436633	0.03716045297385356	0.0378992	0.24748	0.5971143174250833
input/fig3ab_prs/snp//fold55.SNP.0.1.sscore	SNP	0.1	55	74681.89655172414	1432.836225200605	500.33220744829873	0.00418632234374246	0.0738141	0.275571	0.6313817980022197
input/fig3ab_prs/snp//fold56.SNP.0.00001.sscore	SNP	1e-5	56	26	5.664572375441047	4.665612236894014	0.22470523882624063	0.0117838	0.0936707	0.5606371342630572
input/fig3ab_prs/snp//fold56.SNP.0.0001.sscore	SNP	1e-4	56	210	47.5573927603085	16.933359461955444	0.004977240124463239	0.0674616	0.144735	0.6406890894175554
input/fig3ab_prs/snp//fold56.SNP.0.001.sscore	SNP	0.001	56	1588	80.48385245885152	46.08599843097625	0.08074424010862595	0.0245741	0.105401	0.5622094613070823
input/fig3ab_prs/snp//fold56.SNP.0.01.sscore	SNP	0.01	56	11535.965714285714	463.99608256559117	153.4764447506982	0.0025008406075664067	0.0764649	0.152992	0.6130708230790265
input/fig3ab_prs/snp//fold56.SNP.0.05.sscore	SNP	0.05	56	43401.94285714286	929.533772693039	329.5693627786879	0.0047956408277718115	0.0664939	0.143847	0.5993984140005469
input/fig3ab_prs/snp//fold56.SNP.0.1.sscore	SNP	0.1	56	74713.92	997.1615200655457	433.53094400912204	0.021442947797236756	0.043325	0.122598	0.5884604867377632
input/fig3ab_prs/snp//fold57.SNP.0.00001.sscore	SNP	1e-5	57	34	8.492945328347668	5.499843378980445	0.12253604988836049	0.0196764	0.165595	0.5736597720557197
input/fig3ab_prs/snp//fold57.SNP.0.0001.sscore	SNP	1e-4	57	228	40.08993984860164	17.015000557863758	0.01846532438188934	0.0471852	0.189009	0.6137610806247362
input/fig3ab_prs/snp//fold57.SNP.0.001.sscore	SNP	0.001	57	1609.9883720930231	130.45588704127348	46.493141394264256	0.005017364375214749	0.0674289	0.20624	0.6206556915716899
input/fig3ab_prs/snp//fold57.SNP.0.01.sscore	SNP	0.01	57	11529.988372093023	477.6555589573968	153.40377359403004	0.0018474814518274346	0.0854841	0.221608	0.656957928802589
input/fig3ab_prs/snp//fold57.SNP.0.05.sscore	SNP	0.05	57	43579.941860465115	936.4207378000623	353.73825561829955	0.008115806112904496	0.0607347	0.200542	0.5870268749120585
input/fig3ab_prs/snp//fold57.SNP.0.1.sscore	SNP	0.1	57	74431.91860465116	1065.7922376119484	485.51613714013007	0.02815114268178483	0.0413615	0.184052	0.5829463908822288
input/fig3ab_prs/snp//fold58.SNP.0.00001.sscore	SNP	1e-5	58	34	4.666072715812182	5.070684086726639	0.35746524362406756	0.00701644	0.164017	0.550817341862118
input/fig3ab_prs/snp//fold58.SNP.0.0001.sscore	SNP	1e-4	58	208	33.41212427363076	15.074880493693035	0.02666339733057336	0.0424879	0.19388	0.6277185501066098
input/fig3ab_prs/snp//fold58.SNP.0.001.sscore	SNP	0.001	58	1530	82.8088650787055	47.693026372766816	0.08251279166082934	0.0254306	0.179519	0.5773987206823028
input/fig3ab_prs/snp//fold58.SNP.0.01.sscore	SNP	0.01	58	11424	354.9167760366347	163.02388909551192	0.02947426608358529	0.0407749	0.192438	0.577683013503909
input/fig3ab_prs/snp//fold58.SNP.0.05.sscore	SNP	0.05	58	43817.976744186046	761.5527821770306	336.0179954694946	0.023426612827177225	0.0443386	0.195438	0.5968727789623312
input/fig3ab_prs/snp//fold58.SNP.0.1.sscore	SNP	0.1	58	74479.91860465116	949.1564764178707	442.3523432221002	0.03189673105033319	0.0394242	0.191301	0.5870646766169154
input/fig3ab_prs/snp//fold59.SNP.0.00001.sscore	SNP	1e-5	59	42	-0.2610688495604078	6.350554772984275	0.9672085109539552	1.42297e-5	0.222832	0.5120448179271708
input/fig3ab_prs/snp//fold59.SNP.0.0001.sscore	SNP	1e-4	59	206	20.700038326589105	15.081839043994036	0.1699034198544598	0.0161385	0.235364	0.5675070028011204
input/fig3ab_prs/snp//fold59.SNP.0.001.sscore	SNP	0.001	59	1601.9884393063585	139.15789058035114	57.73766049247512	0.01594485160688438	0.0516506	0.262963	0.5928571428571429
input/fig3ab_prs/snp//fold59.SNP.0.01.sscore	SNP	0.01	59	11647.988439306358	513.9976579565737	171.31361217384526	0.002696857607493547	0.0817257	0.286337	0.6296918767507003
input/fig3ab_prs/snp//fold59.SNP.0.05.sscore	SNP	0.05	59	43531.97687861272	817.552080487602	341.19770727280047	0.016569475121280524	0.0503796	0.261975	0.5889355742296919
input/fig3ab_prs/snp//fold59.SNP.0.1.sscore	SNP	0.1	59	74569.93063583814	912.9940333629899	441.36381902827185	0.03858601329038671	0.0369341	0.251526	0.5813725490196079
input/fig3ab_prs/snp//fold6.SNP.0.00001.sscore	SNP	1e-5	6	30	13.265359258123093	5.438520029188631	0.01472190744566893	0.0502279	0.170107	0.5797101449275363
input/fig3ab_prs/snp//fold6.SNP.0.0001.sscore	SNP	1e-4	6	226	51.57289807252139	17.68786241853109	0.0035486599791141925	0.0720613	0.189185	0.6285206453377085
input/fig3ab_prs/snp//fold6.SNP.0.001.sscore	SNP	0.001	6	1585.9771428571428	99.32397678472638	50.56565120165167	0.0495001982934237	0.0318548	0.154053	0.5741044572053596
input/fig3ab_prs/snp//fold6.SNP.0.01.sscore	SNP	0.01	6	11555.977142857142	537.0344217765851	160.5112554683283	8.205317722035787e-4	0.0957105	0.209849	0.6294777139732021
input/fig3ab_prs/snp//fold6.SNP.0.05.sscore	SNP	0.05	6	43713.94285714286	1008.5480519453133	335.6940665256966	0.002661344094176627	0.0768128	0.193337	0.6155318567131529
input/fig3ab_prs/snp//fold6.SNP.0.1.sscore	SNP	0.1	6	74523.90857142858	1983.9837317614831	527.309327026613	1.6824578161147725e-4	0.12465	0.235136	0.6475252939567951
input/fig3ab_prs/snp//fold60.SNP.0.00001.sscore	SNP	1e-5	60	34	8.825476953056786	5.628390069267338	0.11687444332252822	0.0209427	0.253928	0.5694558381186765
input/fig3ab_prs/snp//fold60.SNP.0.0001.sscore	SNP	1e-4	60	198	32.18795540990748	14.899479338607227	0.03074628476291224	0.0398189	0.268312	0.6144380639868745
input/fig3ab_prs/snp//fold60.SNP.0.001.sscore	SNP	0.001	60	1545.9885714285715	101.10725643789951	50.74730056992277	0.04633078494786339	0.0337066	0.263655	0.601312551271534
input/fig3ab_prs/snp//fold60.SNP.0.01.sscore	SNP	0.01	60	11541.988571428572	526.3376399929197	163.91300170814787	0.001322374568969317	0.0935213	0.309235	0.7018047579983593
input/fig3ab_prs/snp//fold60.SNP.0.05.sscore	SNP	0.05	60	43947.95428571429	771.4217702152066	380.08904007082185	0.04239907390992822	0.0355244	0.26504	0.6367240907847963
input/fig3ab_prs/snp//fold60.SNP.0.1.sscore	SNP	0.1	60	74933.93142857144	730.856565921992	518.4393345604633	0.15862108499846775	0.016824	0.25079	0.6063713426305715
input/fig3ab_prs/snp//fold61.SNP.0.00001.sscore	SNP	1e-5	61	34	12.817185973346477	5.709901605787548	0.02478548732529964	0.0412561	0.148482	0.6086956521739131
input/fig3ab_prs/snp//fold61.SNP.0.0001.sscore	SNP	1e-4	61	196	35.22363487651661	15.18613352199866	0.02037008755345644	0.0440874	0.150996	0.6149849603500137
input/fig3ab_prs/snp//fold61.SNP.0.001.sscore	SNP	0.001	61	1557.9771428571428	115.76448524094415	44.85754365523868	0.009859626238551288	0.0544285	0.160181	0.6192234071643423
